;;1kw;2kw;3kw;5kw;;;;;
01.04.2020 00:00;;0;0;0;0;;;;;
01.04.2020 01:00;;0;0;0;0;;;;;
01.04.2020 02:00;;0;0;0;0;;;;;
01.04.2020 03:00;;0;0;0;0;;;;;
01.04.2020 04:00;;0;0;0;0;;;;;
01.04.2020 05:00;;0.005;0.011;0.016;0.027;;;;;
01.04.2020 06:00;;0.027;0.054;0.081;0.135;;;;;
01.04.2020 07:00;;0.045;0.09;0.134;0.224;;;;;
01.04.2020 08:00;;0.066;0.133;0.199;0.331;;;;;
01.04.2020 09:00;;0.096;0.192;0.288;0.479;;;;;
01.04.2020 10:00;;0.126;0.253;0.379;0.632;;;;;
01.04.2020 11:00;;0.149;0.299;0.448;0.747;;;;;
01.04.2020 12:00;;0.203;0.406;0.61;1.016;;;;;
01.04.2020 13:00;;0.191;0.382;0.573;0.954;;;;;
01.04.2020 14:00;;0.139;0.278;0.418;0.696;;;;;
01.04.2020 15:00;;0.116;0.233;0.349;0.582;;;;;
01.04.2020 16:00;;0.037;0.075;0.112;0.187;;;;;
01.04.2020 17:00;;0.003;0.006;0.01;0.016;;;;;
01.04.2020 18:00;;0;0;0;0;;;;;
01.04.2020 19:00;;0;0;0;0;;;;;
01.04.2020 20:00;;0;0;0;0;;;;;
01.04.2020 21:00;;0;0;0;0;;;;;
01.04.2020 22:00;;0;0;0;0;;;;;
01.04.2020 23:00;;0;0;0;0;;;;;
02.04.2020 00:00;;0;0;0;0;;;;;
02.04.2020 01:00;;0;0;0;0;;;;;
02.04.2020 02:00;;0;0;0;0;;;;;
02.04.2020 03:00;;0;0;0;0;;;;;
02.04.2020 04:00;;0;0;0;0;;;;;
02.04.2020 05:00;;0.005;0.009;0.014;0.023;;;;;
02.04.2020 06:00;;0.025;0.049;0.074;0.123;;;;;
02.04.2020 07:00;;0.046;0.092;0.138;0.23;;;;;
02.04.2020 08:00;;0.059;0.117;0.176;0.293;;;;;
02.04.2020 09:00;;0.091;0.182;0.273;0.454;;;;;
02.04.2020 10:00;;0.193;0.387;0.58;0.968;;;;;
02.04.2020 11:00;;0.282;0.565;0.847;1.412;;;;;
02.04.2020 12:00;;0.329;0.658;0.986;1.643;;;;;
02.04.2020 13:00;;0.263;0.526;0.788;1.313;;;;;
02.04.2020 14:00;;0.188;0.376;0.564;0.939;;;;;
02.04.2020 15:00;;0.111;0.222;0.333;0.555;;;;;
02.04.2020 16:00;;0.042;0.085;0.127;0.211;;;;;
02.04.2020 17:00;;0.002;0.004;0.006;0.011;;;;;
02.04.2020 18:00;;0;0;0;0;;;;;
02.04.2020 19:00;;0;0;0;0;;;;;
02.04.2020 20:00;;0;0;0;0;;;;;
02.04.2020 21:00;;0;0;0;0;;;;;
02.04.2020 22:00;;0;0;0;0;;;;;
02.04.2020 23:00;;0;0;0;0;;;;;
03.04.2020 00:00;;0;0;0;0;;;;;
03.04.2020 01:00;;0;0;0;0;;;;;
03.04.2020 02:00;;0;0;0;0;;;;;
03.04.2020 03:00;;0;0;0;0;;;;;
03.04.2020 04:00;;0;0;0;0;;;;;
03.04.2020 05:00;;0.017;0.033;0.05;0.084;;;;;
03.04.2020 06:00;;0.064;0.129;0.193;0.322;;;;;
03.04.2020 07:00;;0.103;0.207;0.31;0.516;;;;;
03.04.2020 08:00;;0.16;0.319;0.479;0.798;;;;;
03.04.2020 09:00;;0.203;0.407;0.61;1.017;;;;;
03.04.2020 10:00;;0.197;0.394;0.59;0.984;;;;;
03.04.2020 11:00;;0.174;0.349;0.523;0.872;;;;;
03.04.2020 12:00;;0.156;0.313;0.469;0.782;;;;;
03.04.2020 13:00;;0.139;0.278;0.417;0.695;;;;;
03.04.2020 14:00;;0.106;0.212;0.318;0.53;;;;;
03.04.2020 15:00;;0.064;0.128;0.191;0.319;;;;;
03.04.2020 16:00;;0.023;0.047;0.07;0.117;;;;;
03.04.2020 17:00;;0.002;0.003;0.005;0.008;;;;;
03.04.2020 18:00;;0;0;0;0;;;;;
03.04.2020 19:00;;0;0;0;0;;;;;
03.04.2020 20:00;;0;0;0;0;;;;;
03.04.2020 21:00;;0;0;0;0;;;;;
03.04.2020 22:00;;0;0;0;0;;;;;
03.04.2020 23:00;;0;0;0;0;;;;;
04.04.2020 00:00;;0;0;0;0;;;;;
04.04.2020 01:00;;0;0;0;0;;;;;
04.04.2020 02:00;;0;0;0;0;;;;;
04.04.2020 03:00;;0;0;0;0;;;;;
04.04.2020 04:00;;0;0;0;0;;;;;
04.04.2020 05:00;;0.006;0.012;0.019;0.031;;;;;
04.04.2020 06:00;;0.024;0.049;0.073;0.122;;;;;
04.04.2020 07:00;;0.058;0.116;0.174;0.291;;;;;
04.04.2020 08:00;;0.133;0.265;0.398;0.663;;;;;
04.04.2020 09:00;;0.187;0.373;0.56;0.934;;;;;
04.04.2020 10:00;;0.255;0.51;0.765;1.275;;;;;
04.04.2020 11:00;;0.349;0.698;1.046;1.744;;;;;
04.04.2020 12:00;;0.384;0.768;1.151;1.919;;;;;
04.04.2020 13:00;;0.293;0.586;0.879;1.465;;;;;
04.04.2020 14:00;;0.25;0.501;0.751;1.252;;;;;
04.04.2020 15:00;;0.163;0.326;0.489;0.814;;;;;
04.04.2020 16:00;;0.07;0.14;0.21;0.349;;;;;
04.04.2020 17:00;;0.011;0.021;0.032;0.054;;;;;
04.04.2020 18:00;;0;0;0;0;;;;;
04.04.2020 19:00;;0;0;0;0;;;;;
04.04.2020 20:00;;0;0;0;0;;;;;
04.04.2020 21:00;;0;0;0;0;;;;;
04.04.2020 22:00;;0;0;0;0;;;;;
04.04.2020 23:00;;0;0;0;0;;;;;
05.04.2020 00:00;;0;0;0;0;;;;;
05.04.2020 01:00;;0;0;0;0;;;;;
05.04.2020 02:00;;0;0;0;0;;;;;
05.04.2020 03:00;;0;0;0;0;;;;;
05.04.2020 04:00;;0;0;0;0;;;;;
05.04.2020 05:00;;0.022;0.044;0.066;0.11;;;;;
05.04.2020 06:00;;0.076;0.153;0.229;0.382;;;;;
05.04.2020 07:00;;0.145;0.289;0.434;0.724;;;;;
05.04.2020 08:00;;0.173;0.346;0.518;0.864;;;;;
05.04.2020 09:00;;0.19;0.381;0.571;0.952;;;;;
05.04.2020 10:00;;0.193;0.385;0.578;0.963;;;;;
05.04.2020 11:00;;0.175;0.349;0.524;0.873;;;;;
05.04.2020 12:00;;0.18;0.359;0.539;0.897;;;;;
05.04.2020 13:00;;0.215;0.43;0.645;1.074;;;;;
05.04.2020 14:00;;0.198;0.397;0.595;0.992;;;;;
05.04.2020 15:00;;0.111;0.222;0.333;0.554;;;;;
05.04.2020 16:00;;0.048;0.096;0.145;0.241;;;;;
05.04.2020 17:00;;0.009;0.018;0.028;0.046;;;;;
05.04.2020 18:00;;0;0;0;0;;;;;
05.04.2020 19:00;;0;0;0;0;;;;;
05.04.2020 20:00;;0;0;0;0;;;;;
05.04.2020 21:00;;0;0;0;0;;;;;
05.04.2020 22:00;;0;0;0;0;;;;;
05.04.2020 23:00;;0;0;0;0;;;;;
06.04.2020 00:00;;0;0;0;0;;;;;
06.04.2020 01:00;;0;0;0;0;;;;;
06.04.2020 02:00;;0;0;0;0;;;;;
06.04.2020 03:00;;0;0;0;0;;;;;
06.04.2020 04:00;;0;0;0;0;;;;;
06.04.2020 05:00;;0.04;0.08;0.119;0.199;;;;;
06.04.2020 06:00;;0.171;0.342;0.513;0.855;;;;;
06.04.2020 07:00;;0.396;0.791;1.187;1.977;;;;;
06.04.2020 08:00;;0.548;1.096;1.644;2.74;;;;;
06.04.2020 09:00;;0.678;1.355;2.033;3.387;;;;;
06.04.2020 10:00;;0.787;1.574;2.361;3.935;;;;;
06.04.2020 11:00;;0.819;1.639;2.458;4.097;;;;;
06.04.2020 12:00;;0.78;1.561;2.341;3.902;;;;;
06.04.2020 13:00;;0.69;1.38;2.07;3.45;;;;;
06.04.2020 14:00;;0.548;1.097;1.645;2.742;;;;;
06.04.2020 15:00;;0.365;0.729;1.094;1.823;;;;;
06.04.2020 16:00;;0.156;0.311;0.467;0.778;;;;;
06.04.2020 17:00;;0.019;0.039;0.058;0.097;;;;;
06.04.2020 18:00;;0;0;0;0;;;;;
06.04.2020 19:00;;0;0;0;0;;;;;
06.04.2020 20:00;;0;0;0;0;;;;;
06.04.2020 21:00;;0;0;0;0;;;;;
06.04.2020 22:00;;0;0;0;0;;;;;
06.04.2020 23:00;;0;0;0;0;;;;;
07.04.2020 00:00;;0;0;0;0;;;;;
07.04.2020 01:00;;0;0;0;0;;;;;
07.04.2020 02:00;;0;0;0;0;;;;;
07.04.2020 03:00;;0;0;0;0;;;;;
07.04.2020 04:00;;0;0;0;0.001;;;;;
07.04.2020 05:00;;0.03;0.061;0.091;0.151;;;;;
07.04.2020 06:00;;0.091;0.183;0.274;0.457;;;;;
07.04.2020 07:00;;0.228;0.456;0.685;1.141;;;;;
07.04.2020 08:00;;0.381;0.761;1.142;1.902;;;;;
07.04.2020 09:00;;0.503;1.006;1.509;2.514;;;;;
07.04.2020 10:00;;0.473;0.946;1.419;2.364;;;;;
07.04.2020 11:00;;0.501;1.002;1.503;2.505;;;;;
07.04.2020 12:00;;0.618;1.236;1.854;3.091;;;;;
07.04.2020 13:00;;0.563;1.126;1.688;2.814;;;;;
07.04.2020 14:00;;0.43;0.861;1.291;2.152;;;;;
07.04.2020 15:00;;0.289;0.579;0.868;1.446;;;;;
07.04.2020 16:00;;0.11;0.22;0.331;0.551;;;;;
07.04.2020 17:00;;0.011;0.022;0.033;0.055;;;;;
07.04.2020 18:00;;0;0;0;0;;;;;
07.04.2020 19:00;;0;0;0;0;;;;;
07.04.2020 20:00;;0;0;0;0;;;;;
07.04.2020 21:00;;0;0;0;0;;;;;
07.04.2020 22:00;;0;0;0;0;;;;;
07.04.2020 23:00;;0;0;0;0;;;;;
08.04.2020 00:00;;0;0;0;0;;;;;
08.04.2020 01:00;;0;0;0;0;;;;;
08.04.2020 02:00;;0;0;0;0;;;;;
08.04.2020 03:00;;0;0;0;0;;;;;
08.04.2020 04:00;;0;0;0;0;;;;;
08.04.2020 05:00;;0.023;0.046;0.07;0.116;;;;;
08.04.2020 06:00;;0.066;0.132;0.198;0.33;;;;;
08.04.2020 07:00;;0.112;0.224;0.337;0.561;;;;;
08.04.2020 08:00;;0.161;0.321;0.482;0.802;;;;;
08.04.2020 09:00;;0.192;0.385;0.577;0.961;;;;;
08.04.2020 10:00;;0.238;0.476;0.714;1.19;;;;;
08.04.2020 11:00;;0.251;0.502;0.753;1.255;;;;;
08.04.2020 12:00;;0.329;0.658;0.987;1.646;;;;;
08.04.2020 13:00;;0.304;0.608;0.911;1.519;;;;;
08.04.2020 14:00;;0.197;0.394;0.591;0.984;;;;;
08.04.2020 15:00;;0.101;0.202;0.303;0.505;;;;;
08.04.2020 16:00;;0.042;0.084;0.126;0.21;;;;;
08.04.2020 17:00;;0.006;0.012;0.018;0.03;;;;;
08.04.2020 18:00;;0;0;0;0;;;;;
08.04.2020 19:00;;0;0;0;0;;;;;
08.04.2020 20:00;;0;0;0;0;;;;;
08.04.2020 21:00;;0;0;0;0;;;;;
08.04.2020 22:00;;0;0;0;0;;;;;
08.04.2020 23:00;;0;0;0;0;;;;;
09.04.2020 00:00;;0;0;0;0;;;;;
09.04.2020 01:00;;0;0;0;0;;;;;
09.04.2020 02:00;;0;0;0;0;;;;;
09.04.2020 03:00;;0;0;0;0;;;;;
09.04.2020 04:00;;0;0;0;0;;;;;
09.04.2020 05:00;;0.011;0.023;0.034;0.057;;;;;
09.04.2020 06:00;;0.032;0.065;0.097;0.162;;;;;
09.04.2020 07:00;;0.059;0.119;0.178;0.297;;;;;
09.04.2020 08:00;;0.089;0.179;0.268;0.446;;;;;
09.04.2020 09:00;;0.123;0.246;0.368;0.614;;;;;
09.04.2020 10:00;;0.119;0.238;0.356;0.594;;;;;
09.04.2020 11:00;;0.127;0.254;0.381;0.635;;;;;
09.04.2020 12:00;;0.104;0.208;0.312;0.52;;;;;
09.04.2020 13:00;;0.122;0.244;0.367;0.611;;;;;
09.04.2020 14:00;;0.119;0.237;0.356;0.593;;;;;
09.04.2020 15:00;;0.065;0.131;0.196;0.327;;;;;
09.04.2020 16:00;;0.032;0.063;0.095;0.159;;;;;
09.04.2020 17:00;;0.005;0.009;0.014;0.023;;;;;
09.04.2020 18:00;;0;0;0;0;;;;;
09.04.2020 19:00;;0;0;0;0;;;;;
09.04.2020 20:00;;0;0;0;0;;;;;
09.04.2020 21:00;;0;0;0;0;;;;;
09.04.2020 22:00;;0;0;0;0;;;;;
09.04.2020 23:00;;0;0;0;0;;;;;
10.04.2020 00:00;;0;0;0;0;;;;;
10.04.2020 01:00;;0;0;0;0;;;;;
10.04.2020 02:00;;0;0;0;0;;;;;
10.04.2020 03:00;;0;0;0;0;;;;;
10.04.2020 04:00;;0;0;0;0.001;;;;;
10.04.2020 05:00;;0.023;0.046;0.07;0.116;;;;;
10.04.2020 06:00;;0.07;0.14;0.21;0.35;;;;;
10.04.2020 07:00;;0.107;0.214;0.321;0.535;;;;;
10.04.2020 08:00;;0.158;0.317;0.475;0.792;;;;;
10.04.2020 09:00;;0.189;0.379;0.568;0.947;;;;;
10.04.2020 10:00;;0.202;0.404;0.606;1.01;;;;;
10.04.2020 11:00;;0.192;0.383;0.575;0.957;;;;;
10.04.2020 12:00;;0.199;0.399;0.598;0.996;;;;;
10.04.2020 13:00;;0.198;0.395;0.593;0.988;;;;;
10.04.2020 14:00;;0.161;0.322;0.483;0.805;;;;;
10.04.2020 15:00;;0.1;0.199;0.299;0.498;;;;;
10.04.2020 16:00;;0.049;0.099;0.148;0.247;;;;;
10.04.2020 17:00;;0.013;0.026;0.039;0.064;;;;;
10.04.2020 18:00;;0;0;0;0;;;;;
10.04.2020 19:00;;0;0;0;0;;;;;
10.04.2020 20:00;;0;0;0;0;;;;;
10.04.2020 21:00;;0;0;0;0;;;;;
10.04.2020 22:00;;0;0;0;0;;;;;
10.04.2020 23:00;;0;0;0;0;;;;;
11.04.2020 00:00;;0;0;0;0;;;;;
11.04.2020 01:00;;0;0;0;0;;;;;
11.04.2020 02:00;;0;0;0;0;;;;;
11.04.2020 03:00;;0;0;0;0;;;;;
11.04.2020 04:00;;0.001;0.002;0.003;0.005;;;;;
11.04.2020 05:00;;0.019;0.037;0.056;0.093;;;;;
11.04.2020 06:00;;0.039;0.078;0.117;0.195;;;;;
11.04.2020 07:00;;0.07;0.139;0.209;0.348;;;;;
11.04.2020 08:00;;0.128;0.256;0.384;0.639;;;;;
11.04.2020 09:00;;0.19;0.38;0.571;0.951;;;;;
11.04.2020 10:00;;0.216;0.433;0.649;1.082;;;;;
11.04.2020 11:00;;0.203;0.405;0.608;1.012;;;;;
11.04.2020 12:00;;0.168;0.336;0.504;0.84;;;;;
11.04.2020 13:00;;0.126;0.253;0.379;0.631;;;;;
11.04.2020 14:00;;0.09;0.18;0.269;0.449;;;;;
11.04.2020 15:00;;0.057;0.113;0.17;0.283;;;;;
11.04.2020 16:00;;0.028;0.056;0.084;0.14;;;;;
11.04.2020 17:00;;0.008;0.015;0.023;0.039;;;;;
11.04.2020 18:00;;0;0;0;0;;;;;
11.04.2020 19:00;;0;0;0;0;;;;;
11.04.2020 20:00;;0;0;0;0;;;;;
11.04.2020 21:00;;0;0;0;0;;;;;
11.04.2020 22:00;;0;0;0;0;;;;;
11.04.2020 23:00;;0;0;0;0;;;;;
12.04.2020 00:00;;0;0;0;0;;;;;
12.04.2020 01:00;;0;0;0;0;;;;;
12.04.2020 02:00;;0;0;0;0;;;;;
12.04.2020 03:00;;0;0;0;0;;;;;
12.04.2020 04:00;;0;0;0;0;;;;;
12.04.2020 05:00;;0.007;0.013;0.02;0.033;;;;;
12.04.2020 06:00;;0.025;0.05;0.075;0.125;;;;;
12.04.2020 07:00;;0.048;0.095;0.143;0.238;;;;;
12.04.2020 08:00;;0.061;0.122;0.182;0.304;;;;;
12.04.2020 09:00;;0.162;0.324;0.486;0.81;;;;;
12.04.2020 10:00;;0.266;0.532;0.798;1.329;;;;;
12.04.2020 11:00;;0.297;0.593;0.89;1.483;;;;;
12.04.2020 12:00;;0.234;0.469;0.703;1.171;;;;;
12.04.2020 13:00;;0.161;0.322;0.482;0.804;;;;;
12.04.2020 14:00;;0.11;0.22;0.329;0.549;;;;;
12.04.2020 15:00;;0.056;0.112;0.168;0.28;;;;;
12.04.2020 16:00;;0.028;0.055;0.083;0.138;;;;;
12.04.2020 17:00;;0.005;0.011;0.016;0.027;;;;;
12.04.2020 18:00;;0;0;0;0;;;;;
12.04.2020 19:00;;0;0;0;0;;;;;
12.04.2020 20:00;;0;0;0;0;;;;;
12.04.2020 21:00;;0;0;0;0;;;;;
12.04.2020 22:00;;0;0;0;0;;;;;
12.04.2020 23:00;;0;0;0;0;;;;;
13.04.2020 00:00;;0;0;0;0;;;;;
13.04.2020 01:00;;0;0;0;0;;;;;
13.04.2020 02:00;;0;0;0;0;;;;;
13.04.2020 03:00;;0;0;0;0;;;;;
13.04.2020 04:00;;0.001;0.001;0.002;0.003;;;;;
13.04.2020 05:00;;0.019;0.038;0.057;0.095;;;;;
13.04.2020 06:00;;0.046;0.092;0.137;0.229;;;;;
13.04.2020 07:00;;0.08;0.161;0.241;0.402;;;;;
13.04.2020 08:00;;0.135;0.271;0.406;0.677;;;;;
13.04.2020 09:00;;0.169;0.338;0.507;0.844;;;;;
13.04.2020 10:00;;0.218;0.437;0.655;1.092;;;;;
13.04.2020 11:00;;0.252;0.505;0.757;1.261;;;;;
13.04.2020 12:00;;0.269;0.537;0.806;1.343;;;;;
13.04.2020 13:00;;0.268;0.537;0.805;1.342;;;;;
13.04.2020 14:00;;0.211;0.421;0.632;1.053;;;;;
13.04.2020 15:00;;0.187;0.374;0.561;0.935;;;;;
13.04.2020 16:00;;0.089;0.178;0.267;0.445;;;;;
13.04.2020 17:00;;0.026;0.052;0.077;0.129;;;;;
13.04.2020 18:00;;0;0;0;0;;;;;
13.04.2020 19:00;;0;0;0;0;;;;;
13.04.2020 20:00;;0;0;0;0;;;;;
13.04.2020 21:00;;0;0;0;0;;;;;
13.04.2020 22:00;;0;0;0;0;;;;;
13.04.2020 23:00;;0;0;0;0;;;;;
14.04.2020 00:00;;0;0;0;0;;;;;
14.04.2020 01:00;;0;0;0;0;;;;;
14.04.2020 02:00;;0;0;0;0;;;;;
14.04.2020 03:00;;0;0;0;0;;;;;
14.04.2020 04:00;;0.001;0.002;0.004;0.006;;;;;
14.04.2020 05:00;;0.022;0.044;0.066;0.11;;;;;
14.04.2020 06:00;;0.062;0.125;0.187;0.311;;;;;
14.04.2020 07:00;;0.098;0.197;0.295;0.492;;;;;
14.04.2020 08:00;;0.13;0.26;0.389;0.649;;;;;
14.04.2020 09:00;;0.146;0.291;0.437;0.727;;;;;
14.04.2020 10:00;;0.108;0.216;0.324;0.539;;;;;
14.04.2020 11:00;;0.094;0.188;0.282;0.47;;;;;
14.04.2020 12:00;;0.091;0.183;0.274;0.457;;;;;
14.04.2020 13:00;;0.081;0.161;0.242;0.403;;;;;
14.04.2020 14:00;;0.037;0.075;0.112;0.187;;;;;
14.04.2020 15:00;;0.01;0.02;0.03;0.05;;;;;
14.04.2020 16:00;;0.002;0.005;0.007;0.012;;;;;
14.04.2020 17:00;;0;0;0;0;;;;;
14.04.2020 18:00;;0;0;0;0;;;;;
14.04.2020 19:00;;0;0;0;0;;;;;
14.04.2020 20:00;;0;0;0;0;;;;;
14.04.2020 21:00;;0;0;0;0;;;;;
14.04.2020 22:00;;0;0;0;0;;;;;
14.04.2020 23:00;;0;0;0;0;;;;;
15.04.2020 00:00;;0;0;0;0;;;;;
15.04.2020 01:00;;0;0;0;0;;;;;
15.04.2020 02:00;;0;0;0;0;;;;;
15.04.2020 03:00;;0;0;0;0;;;;;
15.04.2020 04:00;;0.001;0.003;0.004;0.007;;;;;
15.04.2020 05:00;;0.029;0.058;0.087;0.145;;;;;
15.04.2020 06:00;;0.09;0.179;0.269;0.449;;;;;
15.04.2020 07:00;;0.128;0.256;0.384;0.641;;;;;
15.04.2020 08:00;;0.163;0.326;0.489;0.815;;;;;
15.04.2020 09:00;;0.129;0.259;0.388;0.647;;;;;
15.04.2020 10:00;;0.138;0.275;0.413;0.687;;;;;
15.04.2020 11:00;;0.155;0.311;0.466;0.777;;;;;
15.04.2020 12:00;;0.15;0.3;0.45;0.749;;;;;
15.04.2020 13:00;;0.104;0.208;0.312;0.52;;;;;
15.04.2020 14:00;;0.092;0.183;0.275;0.459;;;;;
15.04.2020 15:00;;0.062;0.125;0.187;0.312;;;;;
15.04.2020 16:00;;0.026;0.052;0.078;0.129;;;;;
15.04.2020 17:00;;0.006;0.013;0.019;0.032;;;;;
15.04.2020 18:00;;0;0;0;0;;;;;
15.04.2020 19:00;;0;0;0;0;;;;;
15.04.2020 20:00;;0;0;0;0;;;;;
15.04.2020 21:00;;0;0;0;0;;;;;
15.04.2020 22:00;;0;0;0;0;;;;;
15.04.2020 23:00;;0;0;0;0;;;;;
16.04.2020 00:00;;0;0;0;0;;;;;
16.04.2020 01:00;;0;0;0;0;;;;;
16.04.2020 02:00;;0;0;0;0;;;;;
16.04.2020 03:00;;0;0;0;0;;;;;
16.04.2020 04:00;;0.001;0.002;0.003;0.004;;;;;
16.04.2020 05:00;;0.022;0.044;0.066;0.11;;;;;
16.04.2020 06:00;;0.075;0.149;0.224;0.374;;;;;
16.04.2020 07:00;;0.141;0.283;0.424;0.707;;;;;
16.04.2020 08:00;;0.228;0.456;0.684;1.141;;;;;
16.04.2020 09:00;;0.241;0.481;0.722;1.203;;;;;
16.04.2020 10:00;;0.23;0.461;0.691;1.152;;;;;
16.04.2020 11:00;;0.29;0.581;0.871;1.452;;;;;
16.04.2020 12:00;;0.295;0.59;0.885;1.476;;;;;
16.04.2020 13:00;;0.229;0.458;0.687;1.145;;;;;
16.04.2020 14:00;;0.189;0.378;0.567;0.945;;;;;
16.04.2020 15:00;;0.13;0.259;0.389;0.648;;;;;
16.04.2020 16:00;;0.085;0.17;0.255;0.425;;;;;
16.04.2020 17:00;;0.029;0.059;0.088;0.147;;;;;
16.04.2020 18:00;;0;0.001;0.001;0.002;;;;;
16.04.2020 19:00;;0;0;0;0;;;;;
16.04.2020 20:00;;0;0;0;0;;;;;
16.04.2020 21:00;;0;0;0;0;;;;;
16.04.2020 22:00;;0;0;0;0;;;;;
16.04.2020 23:00;;0;0;0;0;;;;;
17.04.2020 00:00;;0;0;0;0;;;;;
17.04.2020 01:00;;0;0;0;0;;;;;
17.04.2020 02:00;;0;0;0;0;;;;;
17.04.2020 03:00;;0;0;0;0;;;;;
17.04.2020 04:00;;0.005;0.01;0.015;0.024;;;;;
17.04.2020 05:00;;0.044;0.088;0.132;0.219;;;;;
17.04.2020 06:00;;0.13;0.26;0.39;0.651;;;;;
17.04.2020 07:00;;0.203;0.406;0.609;1.015;;;;;
17.04.2020 08:00;;0.256;0.512;0.768;1.28;;;;;
17.04.2020 09:00;;0.255;0.51;0.765;1.274;;;;;
17.04.2020 10:00;;0.265;0.53;0.795;1.325;;;;;
17.04.2020 11:00;;0.256;0.512;0.767;1.279;;;;;
17.04.2020 12:00;;0.258;0.516;0.774;1.291;;;;;
17.04.2020 13:00;;0.2;0.401;0.601;1.001;;;;;
17.04.2020 14:00;;0.144;0.288;0.433;0.721;;;;;
17.04.2020 15:00;;0.101;0.202;0.302;0.504;;;;;
17.04.2020 16:00;;0.065;0.13;0.194;0.324;;;;;
17.04.2020 17:00;;0.026;0.052;0.079;0.131;;;;;
17.04.2020 18:00;;0.002;0.005;0.007;0.012;;;;;
17.04.2020 19:00;;0;0;0;0;;;;;
17.04.2020 20:00;;0;0;0;0;;;;;
17.04.2020 21:00;;0;0;0;0;;;;;
17.04.2020 22:00;;0;0;0;0;;;;;
17.04.2020 23:00;;0;0;0;0;;;;;
18.04.2020 00:00;;0;0;0;0;;;;;
18.04.2020 01:00;;0;0;0;0;;;;;
18.04.2020 02:00;;0;0;0;0;;;;;
18.04.2020 03:00;;0;0;0;0;;;;;
18.04.2020 04:00;;0.011;0.023;0.034;0.057;;;;;
18.04.2020 05:00;;0.059;0.118;0.177;0.296;;;;;
18.04.2020 06:00;;0.116;0.232;0.348;0.579;;;;;
18.04.2020 07:00;;0.16;0.321;0.481;0.802;;;;;
18.04.2020 08:00;;0.198;0.396;0.595;0.991;;;;;
18.04.2020 09:00;;0.224;0.448;0.672;1.12;;;;;
18.04.2020 10:00;;0.277;0.553;0.83;1.383;;;;;
18.04.2020 11:00;;0.281;0.563;0.844;1.408;;;;;
18.04.2020 12:00;;0.262;0.524;0.787;1.311;;;;;
18.04.2020 13:00;;0.209;0.418;0.627;1.044;;;;;
18.04.2020 14:00;;0.164;0.329;0.493;0.822;;;;;
18.04.2020 15:00;;0.122;0.245;0.367;0.612;;;;;
18.04.2020 16:00;;0.068;0.137;0.205;0.342;;;;;
18.04.2020 17:00;;0.026;0.052;0.078;0.13;;;;;
18.04.2020 18:00;;0.001;0.003;0.004;0.006;;;;;
18.04.2020 19:00;;0;0;0;0;;;;;
18.04.2020 20:00;;0;0;0;0;;;;;
18.04.2020 21:00;;0;0;0;0;;;;;
18.04.2020 22:00;;0;0;0;0;;;;;
18.04.2020 23:00;;0;0;0;0;;;;;
19.04.2020 00:00;;0;0;0;0;;;;;
19.04.2020 01:00;;0;0;0;0;;;;;
19.04.2020 02:00;;0;0;0;0;;;;;
19.04.2020 03:00;;0;0;0;0;;;;;
19.04.2020 04:00;;0.012;0.024;0.036;0.061;;;;;
19.04.2020 05:00;;0.065;0.13;0.195;0.325;;;;;
19.04.2020 06:00;;0.162;0.324;0.486;0.811;;;;;
19.04.2020 07:00;;0.29;0.58;0.869;1.449;;;;;
19.04.2020 08:00;;0.564;1.128;1.692;2.82;;;;;
19.04.2020 09:00;;0.548;1.096;1.643;2.739;;;;;
19.04.2020 10:00;;0.676;1.352;2.028;3.381;;;;;
19.04.2020 11:00;;0.642;1.285;1.927;3.212;;;;;
19.04.2020 12:00;;0.62;1.241;1.861;3.102;;;;;
19.04.2020 13:00;;0.573;1.145;1.718;2.863;;;;;
19.04.2020 14:00;;0.505;1.009;1.514;2.524;;;;;
19.04.2020 15:00;;0.301;0.603;0.904;1.507;;;;;
19.04.2020 16:00;;0.147;0.294;0.441;0.736;;;;;
19.04.2020 17:00;;0.046;0.092;0.137;0.229;;;;;
19.04.2020 18:00;;0.005;0.009;0.014;0.023;;;;;
19.04.2020 19:00;;0;0;0;0;;;;;
19.04.2020 20:00;;0;0;0;0;;;;;
19.04.2020 21:00;;0;0;0;0;;;;;
19.04.2020 22:00;;0;0;0;0;;;;;
19.04.2020 23:00;;0;0;0;0;;;;;
20.04.2020 00:00;;0;0;0;0;;;;;
20.04.2020 01:00;;0;0;0;0;;;;;
20.04.2020 02:00;;0;0;0;0;;;;;
20.04.2020 03:00;;0;0;0;0;;;;;
20.04.2020 04:00;;0.011;0.021;0.032;0.053;;;;;
20.04.2020 05:00;;0.06;0.12;0.18;0.301;;;;;
20.04.2020 06:00;;0.18;0.359;0.539;0.898;;;;;
20.04.2020 07:00;;0.372;0.744;1.116;1.86;;;;;
20.04.2020 08:00;;0.585;1.17;1.754;2.924;;;;;
20.04.2020 09:00;;0.727;1.453;2.18;3.633;;;;;
20.04.2020 10:00;;0.791;1.583;2.374;3.957;;;;;
20.04.2020 11:00;;0.803;1.605;2.408;4.013;;;;;
20.04.2020 12:00;;0.769;1.537;2.306;3.843;;;;;
20.04.2020 13:00;;0.688;1.376;2.065;3.441;;;;;
20.04.2020 14:00;;0.564;1.128;1.692;2.821;;;;;
20.04.2020 15:00;;0.403;0.805;1.208;2.014;;;;;
